date,10m_u_component_of_wind_min,10m_u_component_of_wind_mean,10m_u_component_of_wind_max,10m_v_component_of_wind_min,10m_v_component_of_wind_mean,10m_v_component_of_wind_max,2m_temperature_min,2m_temperature_mean,2m_temperature_max,2m_dewpoint_temperature_min,2m_dewpoint_temperature_mean,2m_dewpoint_temperature_max,surface_solar_radiation_downwards_min,surface_solar_radiation_downwards_mean,surface_solar_radiation_downwards_max,total_cloud_cover_min,total_cloud_cover_mean,total_cloud_cover_max,utci_min,utci_mean,utci_max,states,region,max.demand met during the day(mw),shortage during maximum demand(mw),energy met (mu),source,generation_mu,state_share,month,day_of_week,is_weekend,season,energymet_7d_avg,generation_7d_avg,monthly_generation_avg,monthly_energy_avg,dayofweek,weekend,monthly_rolling_mean,demand_rolling,gen_rolling,year,holiday_name,major_holiday,extreme_heat
2013-04-01,1.3133423,2.2831872,3.4406087,-0.6497956,0.1237723,0.7897642,293.77496,301.4404,309.2061,283.0989,286.28647,287.8468,0.25,1066163.2,3484617.2,0.0,0.0015755851,0.016454317,294.98755,306.14162190755206,317.49442,Bihar,er,1500,500.0,30.3,Total,316.0,0.9080459770114944,4,0,False,Summer,32.1,163.0,,,0,False,30.17,11.966666666666676,105.33333333333331,2013,,,False
2013-04-01,-2.1214793,-0.59250164,1.2382607,-1.5481126,-0.41797188,0.61919063,291.06448,298.82407,306.36926,286.21994,287.91733,289.2213,0.25,858561.3,3035563.2,0.00125973,0.14390089,0.4605447,287.58966,300.34716796875,313.36774,Haryana,nr,4664,164.0,92.4,Total,683.0,0.8258766626360339,4,0,False,Summer,91.8,374.75,,,0,False,86.16666666666667,119.23333333333336,243.66666666666663,2013,,,False
2013-04-01,0.09715981,1.1765653,2.7737184,-1.55037,-0.83091956,-0.009871077,294.11176,301.29898,308.44376,283.65353,285.63638,287.1366,0.25,1045185.2,3482792.0,0.0,0.012677926,0.10531608,295.05502,305.7204996744792,317.17975,Jharkhand,er,879,106.0,19.8,Total,316.0,0.9080459770114944,4,0,False,Summer,19.68,136.8,,,0,False,70.45,36.600000000000016,126.66666666666669,2013,,,False
2013-04-01,0.052019294,1.0633038,2.7058895,-0.2922016,0.21514261,0.7074838,288.37933,294.40384,299.6304,287.2965,288.65915,290.35867,0.25,988516.3,3214249.0,0.19175784,0.38414112,0.6594708,293.6742,297.830322265625,304.9329,Manipur,ner,93,1.0,1.2,Total,29.0,0.8529411764705882,4,0,False,Summer,0.9,16.0,,,0,False,41.08,2.200000000000009,21.0,2013,,,False
2013-04-01,-1.093623,-0.0037741493,1.393116,-0.4244217,-0.018470483,0.37456167,296.3548,303.31497,310.46198,285.25073,286.61307,287.9884,0.25,981957.56,3377305.0,0.041834448,0.13279305,0.31097695,296.88104,306.4384358723958,317.02673,Chhattisgarh,wr,3189,128.0,76.3,Total,841.0,0.9292817679558012,4,0,False,Summer,74.5,297.8333333333333,,,0,False,110.77,51.26666666666669,400.0,2013,,,False
2013-04-01,-1.6541748,-0.9239103,0.7969564,-1.0402296,-0.69807243,-0.2258352,292.5653,297.27042,303.16028,289.5494,290.33676,291.25415,0.25,867282.5,2887284.2,0.22534688,0.30730715,0.43892926,295.70422,298.9811604817708,303.9305,Assam,ner,978,138.0,16.8,Total,29.0,0.8529411764705882,4,0,False,Summer,16.2,16.0,,,0,False,86.49666666666667,46.50000000000001,237.33333333333331,2013,,,False
2013-04-01,-0.60635877,-0.14951971,0.3560506,-0.12668432,0.98771924,1.8834363,297.19843,303.46603,310.1658,288.8293,291.7627,294.12714,0.25,981465.0,3392507.5,0.03817196,0.1435727,0.31543708,298.80548,306.9398193359375,316.6102,Odisha,er,3442,0.0,70.2,Total,316.0,0.9080459770114944,4,0,False,Summer,69.72,136.8,,,0,False,64.10666666666665,70.2,116.0,2013,,,False
2013-04-01,0.16805385,0.6767018,1.7881695,-0.25630015,0.7328913,1.508717,296.40332,301.93082,308.0265,288.31787,291.54764,293.5678,0.25,1017690.7,3373930.2,0.01683592,0.07621185,0.1707182,297.99832,305.9195963541667,315.47205,West Bengal,er,6473,186.0,137.0,Total,316.0,0.9080459770114944,4,0,False,Summer,130.76,136.8,,,0,False,52.51666666666666,137.0,116.0,2013,,,False
2013-04-01,-0.8004072,0.11334178,1.8601264,-0.60418016,0.09807765,0.7916043,287.65656,292.77457,297.6753,285.73785,287.89365,289.54227,0.25,911193.8,2983279.8,0.13992096,0.34402093,0.6636247,291.42426,295.09698486328125,301.33603,Nagaland,ner,72,6.0,1.2,Total,29.0,0.8529411764705882,4,0,False,Summer,1.2,13.8,,,0,False,45.56,1.2,11.333333333333334,2013,,,False
2013-04-01,-0.47564507,-0.24811698,-0.094965726,-0.7382594,-0.39458203,0.16119422,280.5534,283.63205,286.3424,278.3618,280.96646,282.84613,0.25,767006.56,2555336.8,0.69189,0.7562866,0.7987858,285.9943,291.0042317708333,298.33444,Arunachal Pradesh,ner,87,3.0,1.2,Total,29.0,0.8529411764705882,4,0,False,Summer,1.3,11.5,,,0,False,49.50666666666667,6.400000000000009,11.333333333333334,2013,,,False
2013-04-01,-1.4437871,0.18952608,2.7053266,-2.189293,-0.92615384,-0.40163517,290.03647,297.13513,304.67258,284.3645,286.8619,289.41318,0.25,888815.7,2882287.8,0.0,0.28335473,0.73892546,286.60455,298.141357421875,308.79846,Chandigarh,nr,193,0.0,3.5,Total,683.0,0.8258766626360339,4,0,False,Summer,3.26,301.2,,,0,False,61.89333333333333,32.36666666666668,273.3333333333333,2013,,,False
2013-04-01,1.2445099,2.4551585,3.480926,-1.7059737,-0.68168706,0.046865225,295.6832,301.8457,308.73947,283.4071,285.86325,288.68588,0.25,1074929.6,3531588.5,0.0,0.0086983405,0.06526982,294.68414,305.4860432942708,317.02887,Gujarat,wr,10922,117.0,246.1,Total,841.0,0.9292817679558012,4,0,False,Summer,248.95,430.75,,,0,False,95.12,228.20000000000005,289.6666666666667,2013,,,False
2013-04-01,-0.9496156,0.5328432,3.3141193,0.23293181,0.9603451,1.7479345,291.39075,296.46426,302.29694,286.76752,288.7802,290.16092,0.25,932176.0,2988264.8,0.026939008,0.18148856,0.5321409,292.34485,296.8092854817708,304.84668,Meghalaya,ner,245,15.0,4.4,Total,29.0,0.8529411764705882,4,0,False,Summer,4.25,16.0,,,0,False,39.75,3.3333333333333437,21.0,2013,,,False
2013-04-01,-0.53759325,-0.23095317,0.41717878,-0.26269644,0.07009951,0.7661986,260.4824,267.01456,273.1352,256.14792,261.6603,264.62558,0.25,888538.2,2950939.8,0.29006934,0.6460278,0.9449134,192.01855,257.4909261067708,289.88422,J&K,nr,1516,100.0,31.8,Total,683.0,0.8258766626360339,4,0,False,Summer,33.0,327.2,,,0,False,98.04666666666668,31.8,275.6666666666667,2013,,,False
2013-04-01,-2.181282,-0.7212677,1.1341832,-1.3914648,-0.41502026,0.5139951,291.37057,298.39365,306.3462,285.2499,287.67355,289.38367,0.25,841161.2,2966771.8,0.0014148601,0.39717713,0.74447787,286.8074,299.7947998046875,312.32938,Punjab,nr,4822,0.0,97.8,Total,683.0,0.8258766626360339,4,0,False,Summer,94.5,327.2,,,0,False,33.419999999999995,85.93333333333334,273.3333333333333,2013,,,False
2013-04-01,-0.015145085,0.28078738,0.8072617,-0.73475146,0.07702846,1.3880754,271.6692,275.00937,278.10995,270.0899,272.43045,275.39658,0.25,718599.2,2404275.2,0.3964096,0.5811744,0.77489763,278.33243,285.8874918619792,296.48718,Sikkim,er,82,0.0,1.2,Total,316.0,0.9080459770114944,4,0,False,Summer,1.125,163.0,,,0,False,110.90333333333334,28.333333333333357,666.0,2013,,,False
2013-04-01,1.1340513,1.8325742,2.4006605,0.39566916,0.67936355,1.0145063,296.94644,302.3999,308.79443,289.5395,291.2649,292.84027,0.25,1002848.75,3401707.8,0.054964855,0.22703743,0.36737666,297.0049,304.95298258463544,314.71185,Karnataka,sr,7652,800.0,159.4,Total,706.0,0.8737623762376238,4,0,False,Summer,158.56,301.4,,,0,False,112.32666666666668,225.4333333333333,277.3333333333333,2013,,,False
2013-04-01,-1.3809056,-0.0021238078,2.362849,-0.6428315,0.87765723,1.4237938,295.3855,300.40698,305.30203,294.12643,295.49808,297.1031,0.25,889750.3,3152412.5,0.10662566,0.3742164,0.7498598,297.6673,302.1625569661458,308.35736,Tripura,ner,184,26.0,2.9,Total,29.0,0.8529411764705882,4,0,False,Summer,3.26,13.8,,,0,False,35.17999999999999,53.80000000000001,12.0,2013,,,False
